sme_id,year,state,sector,size_category,annual_revenue_ngn,innovations_adopted,innovation_intensity,constraints_faced,constraint_severity,revenue_growth_rate,profitability_rate,employee_growth_rate,digital_readiness_score,access_to_finance,government_support,num_employees,years_in_operation,export_orientation,formal_registration
16166,2018,Sokoto,Education,Micro (1-9),851770.79,Telemedicine; E-commerce Platform; Automation Software; AI/ML Tools; Blockchain Technology,0.312,High Internet Costs; Infrastructure Limitations; Technology Infrastructure,3.16,-20.17,19.75,25.4,1.93,Moderate,Minimal,24,23,Yes,Yes
16167,2018,Taraba,Manufacturing,Micro (1-9),30024.44,Financial Technology; Smart Agriculture; Digital Marketing,0.188,Technical Skills Gap; Power Supply Issues; Competition from Large Firms; Talent Acquisition,2.45,4.26,25.02,-6.31,5.0,Difficult,None,46,1,Yes,Yes
16168,2018,Jigawa,Mining,Micro (1-9),1723974.41,Smart Agriculture; CRM Systems; Supply Chain Management; Telemedicine; Cloud Computing,0.312,High Internet Costs; Access to Credit; Government Policy Uncertainty; Limited R&D Investment; Infrastructure Limitations; Limited Technical Support; Financial Constraints; Competition from Large Firms,2.06,14.33,18.38,9.28,4.01,Difficult,Minimal,38,25,Yes,No
16169,2018,Ogun,Transportation,Small (10-49),372419.97,,0.0,Infrastructure Limitations,3.31,16.68,8.31,10.4,2.67,Moderate,Moderate,18,3,No,No
16170,2018,Kogi,Mining,Micro (1-9),846023.1,CRM Systems; Online Learning Platform; Smart Agriculture; Mobile Payment System,0.25,Government Policy Uncertainty,3.92,-6.35,23.2,5.03,5.0,Moderate,None,239,16,Yes,Yes
16171,2018,Oyo,Manufacturing,Small (10-49),419011.88,Data Analytics; Social Media Marketing; IoT Solutions; E-commerce Platform,0.25,Talent Acquisition,3.28,7.57,7.35,-2.17,4.6,Very Difficult,None,17,25,No,Yes
16172,2018,Borno,Construction,Micro (1-9),99692.59,,0.0,Competition from Large Firms; Government Policy Uncertainty,2.24,35.48,11.85,17.95,2.78,Moderate,None,242,3,Yes,Yes
16173,2018,Nasarawa,Construction,Micro (1-9),1130099.98,Smart Agriculture; Digital Marketing; Mobile Payment System,0.188,Limited Technical Support; Financial Constraints; Infrastructure Limitations; Technical Skills Gap; Government Policy Uncertainty; Limited R&D Investment; Market Access,2.22,-11.56,15.35,-4.64,4.75,Very Difficult,None,181,8,No,Yes
16174,2018,Sokoto,Agriculture,Micro (1-9),114148.13,Smart Agriculture; Supply Chain Management; Blockchain Technology; Cloud Computing,0.25,Market Access; Limited R&D Investment,4.47,50.96,18.94,18.53,3.53,Moderate,Significant,249,25,Yes,Yes
16175,2018,Taraba,Energy,Micro (1-9),460723.7,Telemedicine; Automation Software; E-commerce Platform,0.188,Market Access; Limited Technical Support; Digital Literacy; Power Supply Issues; Technology Infrastructure; Government Policy Uncertainty; Regulatory Barriers; Financial Constraints,4.25,13.76,15.81,20.56,2.33,Difficult,Moderate,197,3,No,Yes
16176,2018,Adamawa,Manufacturing,Micro (1-9),12864.08,Smart Agriculture; Telemedicine,0.125,Competition from Large Firms; Regulatory Barriers,1.82,13.39,2.71,19.12,4.27,Very Difficult,None,188,4,No,Yes
16177,2018,Kwara,Manufacturing,Micro (1-9),25717.94,Cloud Computing; CRM Systems; Smart Agriculture,0.188,Infrastructure Limitations; High Internet Costs; Market Access; Competition from Large Firms; Financial Constraints; Talent Acquisition; Technology Infrastructure; Regulatory Barriers,2.03,26.19,3.27,11.79,3.57,Difficult,Minimal,212,23,Yes,Yes
16178,2018,Kaduna,Retail,Small (10-49),303381.27,,0.0,Limited R&D Investment; Infrastructure Limitations; Access to Credit; Financial Constraints; Market Access; Technical Skills Gap,2.86,25.29,-4.93,21.98,5.0,Moderate,Minimal,138,24,No,No
16179,2018,Imo,Mining,Small (10-49),7547646.25,Mobile Payment System; Supply Chain Management,0.125,Government Policy Uncertainty,4.73,-12.3,11.9,9.04,5.0,Moderate,Minimal,249,15,Yes,No
16180,2018,Nasarawa,Agriculture,Micro (1-9),101397.32,CRM Systems,0.062,Access to Credit; Financial Constraints; High Internet Costs; Limited R&D Investment; Digital Literacy; Power Supply Issues,1.24,11.09,14.04,0.13,5.0,Difficult,None,54,5,Yes,Yes
16181,2018,Delta,Mining,Micro (1-9),68942.05,Supply Chain Management; CRM Systems,0.125,Technical Skills Gap; Digital Literacy; Market Access; Infrastructure Limitations; Government Policy Uncertainty; Limited Technical Support,3.07,5.79,11.06,7.91,4.23,Easy,None,63,15,Yes,No
16182,2018,Bauchi,Manufacturing,Micro (1-9),1097533.13,Supply Chain Management; AI/ML Tools; Telemedicine; Data Analytics,0.25,Talent Acquisition; Limited R&D Investment,2.44,30.96,11.76,15.55,1.0,Easy,None,73,10,Yes,Yes
16183,2018,Delta,Construction,Micro (1-9),102653.02,,0.0,Limited R&D Investment; High Internet Costs; Market Access,1.03,8.56,28.9,-14.24,5.0,Difficult,None,126,25,No,No
16184,2018,Akwa Ibom,Retail,Micro (1-9),132604.35,,0.0,Competition from Large Firms; Power Supply Issues; Limited R&D Investment; Talent Acquisition; Government Policy Uncertainty; High Internet Costs; Access to Credit; Regulatory Barriers,4.78,19.62,16.6,3.08,2.17,Very Difficult,Minimal,20,12,Yes,Yes
16185,2018,Ekiti,Services,Micro (1-9),555628.62,Automation Software; Digital Marketing,0.125,Limited Technical Support; Access to Credit; Government Policy Uncertainty; Technical Skills Gap; Infrastructure Limitations; Technology Infrastructure; Competition from Large Firms; Power Supply Issues,2.7,16.03,22.64,9.95,5.0,Very Difficult,None,150,16,Yes,No
16186,2018,Abia,Financial Services,Micro (1-9),46977.66,E-commerce Platform; Telemedicine; Supply Chain Management; Online Learning Platform,0.25,Infrastructure Limitations,4.7,19.93,18.02,-8.7,5.0,Difficult,Minimal,182,1,Yes,No
16187,2018,Plateau,Tourism,Micro (1-9),34703.96,Online Learning Platform; Financial Technology; Smart Agriculture,0.188,Limited R&D Investment; Talent Acquisition,1.82,0.33,3.6,21.57,1.0,Difficult,Minimal,156,16,Yes,Yes
16188,2018,Ogun,Healthcare,Small (10-49),295855.57,,0.0,Digital Literacy; Government Policy Uncertainty; Talent Acquisition; Regulatory Barriers; Competition from Large Firms; Financial Constraints; Infrastructure Limitations; High Internet Costs,4.2,5.33,7.82,-21.93,2.69,Difficult,None,90,19,Yes,Yes
16189,2018,Oyo,Retail,Small (10-49),1421228.36,AI/ML Tools; Blockchain Technology; Data Analytics; Mobile Payment System,0.25,Digital Literacy; Regulatory Barriers; Market Access; Infrastructure Limitations,3.35,-0.8,9.16,22.02,4.51,Easy,Minimal,140,17,Yes,Yes
16190,2018,Ogun,Education,Small (10-49),35716.09,,0.0,High Internet Costs; Talent Acquisition; Technical Skills Gap; Competition from Large Firms; Technology Infrastructure,4.95,16.7,12.79,-1.18,1.72,Very Difficult,None,140,6,Yes,Yes
16191,2018,Bauchi,Energy,Micro (1-9),1435922.24,CRM Systems,0.062,Digital Literacy; Limited Technical Support; Government Policy Uncertainty; Infrastructure Limitations; Access to Credit,1.53,16.16,5.14,7.58,5.0,Easy,Moderate,174,12,No,Yes
16192,2018,Nasarawa,Energy,Micro (1-9),311281.0,Digital Marketing; AI/ML Tools; CRM Systems; Online Learning Platform,0.25,Technical Skills Gap; Limited R&D Investment; Government Policy Uncertainty; Competition from Large Firms; Regulatory Barriers; High Internet Costs; Infrastructure Limitations,2.49,0.37,2.28,15.36,1.0,Difficult,None,119,24,Yes,Yes
16193,2018,Plateau,Technology,Small (10-49),1929016.95,AI/ML Tools; Supply Chain Management; E-commerce Platform,0.188,Talent Acquisition; Infrastructure Limitations; Regulatory Barriers; High Internet Costs; Digital Literacy; Limited R&D Investment; Access to Credit,1.93,18.29,15.8,3.09,5.0,Difficult,None,148,15,No,No
16194,2018,Osun,Tourism,Micro (1-9),171507.08,Digital Marketing; CRM Systems; Cloud Computing; Mobile Payment System; E-commerce Platform,0.312,Limited R&D Investment; Technology Infrastructure; Power Supply Issues; Government Policy Uncertainty; Financial Constraints; Regulatory Barriers; Access to Credit,2.41,22.1,5.3,17.11,5.0,Difficult,None,47,10,Yes,Yes
16195,2018,Ebonyi,Energy,Micro (1-9),99206.89,Telemedicine,0.062,High Internet Costs,2.96,14.89,15.55,18.06,5.0,Easy,None,160,11,Yes,No
16196,2018,Anambra,Agriculture,Small (10-49),1584924.79,Online Learning Platform; Financial Technology; Blockchain Technology; Cloud Computing,0.25,High Internet Costs; Regulatory Barriers; Government Policy Uncertainty; Financial Constraints,4.92,19.17,-2.69,1.42,2.82,Difficult,Moderate,101,6,Yes,Yes
16197,2018,Niger,Services,Micro (1-9),180874.07,E-commerce Platform; Online Learning Platform; Cloud Computing; Blockchain Technology; Supply Chain Management,0.312,Infrastructure Limitations; High Internet Costs; Technology Infrastructure; Government Policy Uncertainty; Market Access; Power Supply Issues,2.9,18.88,11.24,10.1,1.0,Moderate,Minimal,111,16,Yes,No
16198,2018,Ogun,Financial Services,Micro (1-9),27624.39,Digital Marketing; Telemedicine; Financial Technology; Smart Agriculture,0.25,Access to Credit; Limited R&D Investment,1.99,21.36,6.38,0.19,3.61,Easy,None,68,20,Yes,No
16199,2018,Ondo,Mining,Small (10-49),177083.34,Data Analytics; Supply Chain Management; E-commerce Platform; Telemedicine,0.25,High Internet Costs; Competition from Large Firms; Talent Acquisition; Limited R&D Investment; Technical Skills Gap,1.4,1.29,8.46,-2.98,4.53,Easy,None,52,5,Yes,Yes
16200,2018,Plateau,Mining,Small (10-49),384361.98,CRM Systems; Automation Software; IoT Solutions; E-commerce Platform; Mobile Payment System,0.312,Technology Infrastructure; Access to Credit,3.8,3.59,18.38,9.89,1.24,Difficult,Significant,157,25,No,Yes
16201,2018,Borno,Healthcare,Micro (1-9),719569.8,Telemedicine; Mobile Payment System,0.125,Competition from Large Firms; Power Supply Issues; Technology Infrastructure; Limited R&D Investment; Market Access; Infrastructure Limitations; Digital Literacy; Regulatory Barriers,1.23,-19.55,16.72,5.17,2.07,Difficult,Significant,236,19,Yes,Yes
16202,2018,Enugu,Manufacturing,Micro (1-9),201112.86,Financial Technology; Digital Marketing; Automation Software; Blockchain Technology,0.25,Financial Constraints; Infrastructure Limitations,4.93,36.11,24.84,27.99,3.67,Difficult,None,135,14,No,No
16203,2018,Anambra,Education,Small (10-49),811842.17,Smart Agriculture,0.062,Competition from Large Firms; Limited Technical Support; Limited R&D Investment; Talent Acquisition; Financial Constraints; Technology Infrastructure; High Internet Costs; Infrastructure Limitations,2.3,22.05,28.39,-6.06,5.0,Easy,None,120,25,Yes,Yes
16204,2018,Yobe,Real Estate,Medium (50-249),19885698.9,Digital Marketing,0.062,Financial Constraints,4.41,27.53,14.96,26.39,1.56,Easy,Moderate,200,5,No,Yes
16205,2018,Akwa Ibom,Retail,Small (10-49),294118.28,Mobile Payment System; E-commerce Platform,0.125,Limited Technical Support; Government Policy Uncertainty; Financial Constraints; Market Access; Infrastructure Limitations; Regulatory Barriers,1.96,2.24,-9.68,-7.71,1.0,Moderate,Moderate,112,9,Yes,No
16206,2018,Kaduna,Agriculture,Small (10-49),118375.22,Cloud Computing; Financial Technology; Automation Software; Supply Chain Management,0.25,Government Policy Uncertainty; Competition from Large Firms,4.79,-3.85,2.43,-18.46,1.0,Moderate,Minimal,163,3,Yes,No
16207,2018,Akwa Ibom,Financial Services,Small (10-49),7610306.17,Supply Chain Management; Blockchain Technology; Online Learning Platform; CRM Systems,0.25,Technology Infrastructure; Access to Credit; Talent Acquisition; Regulatory Barriers; Infrastructure Limitations; High Internet Costs; Government Policy Uncertainty,4.3,-24.01,3.84,14.63,3.42,Easy,Moderate,155,10,Yes,No
16208,2018,Gombe,Retail,Medium (50-249),103092.6,Cloud Computing; Telemedicine; Blockchain Technology; Mobile Payment System; E-commerce Platform,0.312,Limited Technical Support; Technology Infrastructure; Technical Skills Gap,2.37,13.79,16.68,-10.11,3.72,Easy,None,106,18,No,No
16209,2018,Rivers,Services,Small (10-49),2257275.89,CRM Systems; Social Media Marketing; Data Analytics; Supply Chain Management,0.25,High Internet Costs; Market Access,4.37,11.77,8.99,-4.29,5.0,Moderate,Minimal,143,18,Yes,No
16210,2018,Anambra,Energy,Micro (1-9),81285.74,E-commerce Platform; Supply Chain Management; Data Analytics; Telemedicine,0.25,Access to Credit; Regulatory Barriers; Limited Technical Support; Digital Literacy,3.88,35.17,2.9,18.96,4.32,Difficult,Moderate,235,14,Yes,No
16211,2018,Bauchi,Services,Micro (1-9),21056.12,AI/ML Tools; Mobile Payment System; Smart Agriculture,0.188,Limited R&D Investment,3.5,41.99,17.0,23.03,4.28,Very Difficult,None,205,24,Yes,Yes
16212,2018,Kwara,Manufacturing,Micro (1-9),30695.94,,0.0,Talent Acquisition; Government Policy Uncertainty,2.04,26.79,20.68,1.06,4.32,Moderate,None,13,10,Yes,Yes
16213,2018,Sokoto,Manufacturing,Small (10-49),299021.0,Blockchain Technology,0.062,Access to Credit; Infrastructure Limitations; Technology Infrastructure; Regulatory Barriers; Digital Literacy; Market Access; Government Policy Uncertainty; Power Supply Issues,2.44,-4.91,15.96,3.57,2.99,Very Difficult,Minimal,34,2,No,Yes
16214,2018,Bayelsa,Financial Services,Micro (1-9),290344.24,Social Media Marketing; Supply Chain Management; Smart Agriculture; AI/ML Tools,0.25,Talent Acquisition; Financial Constraints; Power Supply Issues,4.52,21.07,25.19,21.8,1.94,Difficult,None,145,21,No,No
16215,2018,Adamawa,Financial Services,Micro (1-9),171518.84,Smart Agriculture; Mobile Payment System; Blockchain Technology; Digital Marketing,0.25,Regulatory Barriers; Talent Acquisition; Government Policy Uncertainty; Technology Infrastructure; Competition from Large Firms; Market Access; Access to Credit,1.14,-21.23,-19.04,10.95,1.0,Very Difficult,Minimal,190,15,No,No
16216,2018,Abia,Construction,Micro (1-9),198931.01,,0.0,Government Policy Uncertainty; High Internet Costs,3.27,12.09,4.7,-4.98,2.43,Very Difficult,Moderate,202,5,Yes,Yes
16217,2018,Lagos,Energy,Micro (1-9),593546.97,Online Learning Platform; Social Media Marketing; AI/ML Tools; Financial Technology; Smart Agriculture,0.312,High Internet Costs; Regulatory Barriers; Limited Technical Support; Technology Infrastructure; Government Policy Uncertainty,3.46,4.05,19.75,17.18,4.33,Difficult,None,217,11,No,Yes
16218,2018,Benue,Transportation,Micro (1-9),109636.42,Financial Technology,0.062,Limited Technical Support; High Internet Costs,3.94,-30.03,15.87,17.08,4.58,Moderate,Moderate,95,21,Yes,Yes
16219,2018,Ogun,Education,Small (10-49),10383822.23,Smart Agriculture,0.062,Regulatory Barriers; Limited Technical Support; Infrastructure Limitations; Limited R&D Investment; Technical Skills Gap; High Internet Costs,3.24,9.52,14.43,-0.24,2.01,Very Difficult,Minimal,65,4,No,Yes
16220,2018,FCT,Transportation,Medium (50-249),663963.07,,0.0,Competition from Large Firms; Infrastructure Limitations; Technology Infrastructure; Technical Skills Gap; Limited R&D Investment; Power Supply Issues; Access to Credit,4.46,-1.8,-8.76,34.92,1.0,Moderate,Minimal,248,20,No,Yes
16221,2018,Ogun,Retail,Small (10-49),497874.1,Blockchain Technology,0.062,Digital Literacy,2.71,5.53,10.69,-2.48,2.53,Moderate,None,222,17,No,Yes
16222,2018,Katsina,Retail,Micro (1-9),990296.16,IoT Solutions; CRM Systems; Blockchain Technology; AI/ML Tools,0.25,Technical Skills Gap; Limited Technical Support; Digital Literacy; High Internet Costs; Technology Infrastructure,4.38,5.71,12.87,12.12,5.0,Moderate,Minimal,204,3,No,Yes
16223,2018,Osun,Education,Micro (1-9),30105.51,Data Analytics; Social Media Marketing; IoT Solutions,0.188,Competition from Large Firms; Limited Technical Support; Access to Credit; Financial Constraints; Technical Skills Gap,3.38,-18.26,21.91,7.1,5.0,Difficult,Minimal,180,23,No,No
16224,2018,Bayelsa,Mining,Micro (1-9),35085.33,Telemedicine,0.062,Infrastructure Limitations; Financial Constraints; Talent Acquisition; High Internet Costs; Power Supply Issues,1.93,38.66,17.56,-11.03,5.0,Difficult,Minimal,68,4,Yes,Yes
16225,2018,Bayelsa,Food & Beverage,Micro (1-9),128637.92,Cloud Computing,0.062,Technology Infrastructure; Limited Technical Support; Technical Skills Gap; Limited R&D Investment; Government Policy Uncertainty; Regulatory Barriers; Talent Acquisition,2.73,2.57,11.82,-8.54,2.96,Moderate,None,58,9,Yes,Yes
16226,2018,Enugu,Manufacturing,Micro (1-9),2409458.09,Blockchain Technology; Financial Technology; E-commerce Platform,0.188,Technology Infrastructure; Financial Constraints; Regulatory Barriers; Government Policy Uncertainty; Competition from Large Firms; Infrastructure Limitations; Power Supply Issues,3.03,20.25,1.43,6.03,3.78,Difficult,None,154,23,No,Yes
16227,2018,Cross River,Food & Beverage,Small (10-49),805408.3,Automation Software,0.062,Limited Technical Support; Digital Literacy; Access to Credit; Financial Constraints; Market Access; Competition from Large Firms,4.9,28.19,4.86,-8.86,2.88,Difficult,Minimal,6,15,No,Yes
16228,2018,Rivers,Technology,Micro (1-9),61410.37,Blockchain Technology; Digital Marketing; E-commerce Platform; Financial Technology; AI/ML Tools,0.312,Limited R&D Investment; Digital Literacy; Technology Infrastructure; Market Access,4.04,27.53,2.43,-0.19,5.0,Difficult,None,236,5,No,Yes
16229,2018,Nasarawa,Retail,Micro (1-9),42564.41,Blockchain Technology; Supply Chain Management; CRM Systems,0.188,Limited R&D Investment,4.55,-7.6,4.82,-8.24,4.6,Very Difficult,None,247,18,Yes,No
16230,2018,Akwa Ibom,Transportation,Small (10-49),6939419.42,Data Analytics; Online Learning Platform; Smart Agriculture,0.188,Market Access,4.22,26.64,18.68,7.51,1.28,Easy,Minimal,28,7,Yes,Yes
16231,2018,Taraba,Transportation,Small (10-49),2404207.37,Supply Chain Management; Telemedicine; CRM Systems; Mobile Payment System,0.25,Talent Acquisition; Access to Credit; Technical Skills Gap,4.76,0.85,7.98,6.9,5.0,Moderate,Moderate,247,2,No,No
16232,2018,Sokoto,Financial Services,Small (10-49),7811054.02,IoT Solutions; Smart Agriculture; Financial Technology,0.188,Power Supply Issues,1.51,17.57,20.83,-21.41,1.0,Difficult,Minimal,35,4,No,Yes
16233,2018,Delta,Retail,Small (10-49),953018.94,Cloud Computing; CRM Systems; Smart Agriculture,0.188,Talent Acquisition; Financial Constraints; Regulatory Barriers; Government Policy Uncertainty; Digital Literacy,1.38,21.96,26.69,14.64,2.95,Difficult,None,126,11,No,Yes
16234,2018,Ebonyi,Education,Micro (1-9),71097.16,Financial Technology,0.062,Infrastructure Limitations; Talent Acquisition,1.21,28.37,9.92,22.78,5.0,Moderate,None,122,12,No,Yes
